,observation_count,common_name,scientific_name,species_key,rank,record_count
1111,36,Rough Star-thistle,Centaurea aspera,NBNORG0000008612,Species,36
1112,442,Red Star-thistle,Centaurea calcitrapa,NBNORG0000008613,Species,645
1113,29,Ragwort Knapweed,Centaurea cineraria,NBNORG0000047084,Species,29
1114,3388,Cornflower,Centaurea cyanus,NBNORG0000008607,Species,4333
1115,143,Slender Knapweed,Centaurea debeauxii,NBNORG0000053563,Species,471
1116,211,,Centaurea debeauxii subsp. nemoralis,NBNORG0000107931,Subspecies,251
1117,2,Small-flowered Star-thistle,Centaurea diffusa,NBNORG0000047087,Species,2
1118,161,Lesser Star-thistle,Centaurea diluta,NBNORG0000008696,Species,186
1119,5,Woolly Star-thistle,Centaurea eriophora,NBNORG0000047088,Species,5
1120,4,Eastern Star-thistle,Centaurea hyalolepis,NBNORG0000047089,Species,4
1121,1,Iberian Star-thistle,Centaurea iberica,NBNORG0000053564,Species,1
1122,96,Brown Knapweed,Centaurea jacea,NBNORG0000008609,Species,108
1123,14,Giant Knapweed,Centaurea macrocephala,NBNORG0000041391,Species,14
1124,1,Spotted Knapweed,Centaurea maculosa,NBNORG0000047091,Species,1
1125,105,Maltese Star-thistle,Centaurea melitensis,NBNORG0000008615,Species,106
1126,2862,Perennial Cornflower,Centaurea montana,NBNORG0000008606,Species,3058
1127,119278,Common Knapweed,Centaurea nigra,NBNORG0000008610,Species,133378
1128,781,Common Knapweed,Centaurea nigra subsp. nigra,NBNORG0000008611,Subspecies,859
1129,493,,Centaurea nigra var. nemoralis,NBNORG0000070815,Variety,658
1130,100,,Centaurea nigra var. nigra,NBNORG0000097770,Variety,141
1131,87,,Centaurea nigra var. radiata,NBNORG0000100118,Variety,99
1132,89,,Centaurea nigra x jacea = C. x moncktonii,NBNORG0000090092,Species hybrid,97
1133,1,,Centaurea orientalis,NBNORG0000047094,Species,1
1134,6,Jersey Knapweed,Centaurea paniculata,NBNORG0000008608,Species,6
1135,1,Panicled Knapweed,Centaurea rhenana,NBNORG0000047097,Species,1
1136,20114,Greater Knapweed,Centaurea scabiosa,NBNORG0000008605,Species,21211
1137,5,Greater Knapweed,Centaurea scabiosa var. succisiifolia,NBNORG0000013353,Variety,7
1138,631,Yellow Star-thistle,Centaurea solstitialis,NBNORG0000008614,Species,632
1139,2,,Centaurea spinosa,NBNORG0000047098,Species,2
1140,1,,Centaurea trichocephala,NBNORG0000047099,Species,1
1141,1,,Centaurea verutum,NBNORG0000047101,Species,1
1142,46,Centaury,Centaurium,NBNORG0000053567,Genus,36084
1143,23320,Common Centaury,Centaurium erythraea,NBNORG0000053568,Species,31480
1144,5320,,Centaurium erythraea var. erythraea,NBNORG0000041393,Variety,5777
1145,9,,Centaurium erythraea var. latifolium,NBNORG0000041394,Variety,9
1146,62,,Centaurium erythraea x littorale = C. x intermedium,NBNORG0000090231,Species hybrid,64
1147,16,,Centaurium erythraea x pulchellum,NBNORG0000013330,Species hybrid,27
1148,866,Seaside Centaury,Centaurium littorale,NBNORG0000008227,Species,973
1149,2824,Lesser Centaury,Centaurium pulchellum,NBNORG0000008226,Species,3266
1150,75,Perennial Centaury,Centaurium scilloides,NBNORG0000053569,Species,94
1151,78,Slender Centaury,Centaurium tenuiflorum,NBNORG0000053570,Species,131
1152,1,,Centranthus,NBNORG0000053572,Genus,15496
1153,8,Annual Valerian,Centranthus calcitrapae,NBNORG0000023471,Species,12
1154,13553,Red Valerian,Centranthus ruber,NBNORG0000008489,Species,15483
1155,5,,Cephalanthera,NBNORG0000053573,Genus,6979
1156,2258,White Helleborine,Cephalanthera damasonium,NBNORG0000053574,Species,4854
1157,13,,Cephalanthera damasonium x longifolia = C. x schulzei,NBNORG0000090263,Species hybrid,25
1158,1085,Narrow-leaved Helleborine,Cephalanthera longifolia,NBNORG0000007233,Species,1908
1159,141,Red Helleborine,Cephalanthera rubra,NBNORG0000053575,Species,186
1160,194,Giant Scabious,Cephalaria gigantea,NBNORG0000052159,Species,209
1161,2,,Cephalaria syriaca,NBNORG0000053578,Species,2
1162,1,,Cephalaria transylvanica,NBNORG0000053579,Species,1
1163,367,,Cerastium,NBNORG0000053582,Genus,212425
1164,860,Alpine Mouse-ear,Cerastium alpinum,NBNORG0000007644,Species,934
1165,14,,Cerastium alpinum x arcticum auct. non Baenitz,NBNORG0000023370,Species hybrid,14
1166,57,,Cerastium alpinum x fontanum = C. x symei,NBNORG0000090273,Species hybrid,58
1167,412,Arctic Mouse-ear,Cerastium arcticum,NBNORG0000007645,Species,465
1168,1,,Cerastium arcticum var. alpinopilosum,NBNORG0000023445,Variety,1
1169,5142,Field Mouse-ear,Cerastium arvense,NBNORG0000007642,Species,5717
1170,34,,Cerastium arvense x fontanum = C. x pseudoalpinum,NBNORG0000090342,Species hybrid,34
1171,140,,Cerastium arvense x tomentosum,NBNORG0000053584,Species hybrid,149
1172,71,Grey Mouse-ear,Cerastium brachypetalum,NBNORG0000007648,Species,116
1173,397,Starwort Mouse-ear,Cerastium cerastoides,NBNORG0000007641,Species,435
1174,6277,Sea Mouse-ear,Cerastium diffusum,NBNORG0000007649,Species,6701
1175,108436,Common Mouse-ear,Cerastium fontanum,NBNORG0000007646,Species,135787
1176,4401,,Cerastium fontanum subsp. holosteoides,NBNORG0000053585,Subspecies,5339
1177,5,Scottish Mouse-ear,Cerastium fontanum subsp. scoticum,NBNORG0000053586,Subspecies,7
1178,10955,,Cerastium fontanum subsp. vulgare,NBNORG0000053587,Subspecies,11298
1179,42192,Sticky Mouse-ear,Cerastium glomeratum,NBNORG0000007647,Species,46438
1180,35,Shetland Mouse-ear,Cerastium nigrescens,NBNORG0000053588,Species,35
1181,3,,Cerastium nigrescens x fontanum = C. x richardsonii,NBNORG0000090064,Species hybrid,3
1182,769,Dwarf Mouse-ear,Cerastium pumilum,NBNORG0000007650,Species,844
1183,6274,Little Mouse-ear,Cerastium semidecandrum,NBNORG0000007651,Species,6744
1184,7151,Snow-in-summer,Cerastium tomentosum,NBNORG0000007643,Species,7550
1185,9094,Climbing Corydalis,Ceratocapnos claviculata,NBNORG0000053590,Species,9895
1186,1,,Ceratocephala falcata,NBNORG0000047107,Species,1
1187,11,Patagonian Brome,Ceratochloa brevis,NBNORG0000053593,Species,11
1188,676,California Brome,Ceratochloa carinata,NBNORG0000053594,Species,1020
1189,590,Rescue Brome,Ceratochloa cathartica,NBNORG0000007372,Species,658
1190,12,Western Brome,Ceratochloa marginata,NBNORG0000053595,Species,12
1191,1,Southern Brome,Ceratochloa staminea,NBNORG0000023459,Species,1
1192,1,,Ceratophyllaceae,NBNORG0000113020,Family,12401
1193,47,,Ceratophyllum,NBNORG0000053597,Genus,12398
1194,9474,,Ceratophyllum demersum,NBNORG0000007475,Species,10608
1195,1,,Ceratophyllum demersum var. apiculatum,NBNORG0000013331,Variety,2
1196,1531,Soft Hornwort,Ceratophyllum submersum,NBNORG0000007476,Species,1728
1197,2,,Ceratostigma,NBNORG0000053598,Genus,6
1198,2,,Ceratostigma plumbaginoides,NBNORG0000047109,Species,4
1199,1,,Cercidiphyllum,NBNORG0000105144,Genus,2
1200,4,,Cercidiphyllum japonicum,NBNORG0000047609,Species,4
1201,34,Judas-tree,Cercis siliquastrum,NBNORG0000025032,Species,77
1202,26,Greater Honeywort,Cerinthe major,NBNORG0000047110,Species,33
1203,2,Lesser Honeywort,Cerinthe minor,NBNORG0000047111,Species,2
1204,2,,Chaenomeles,NBNORG0000053603,Genus,235
1205,2,,Chaenomeles cathayensis,NBNORG0000053604,Species,2
1206,43,Japanese Quince [Chaenomeles japonica],Chaenomeles japonica,NBNORG0000041431,Species,49
1207,145,Chinese Quince,Chaenomeles speciosa,NBNORG0000023283,Species,171
1208,2,,Chaenomeles speciosa x japonica = C. x superba,NBNORG0000090093,Species hybrid,5
1209,1,,Chaenomeles x superba x cathayensis = C. x californica,NBNORG0000089908,Species hybrid,1
1210,8659,Small Toadflax,Chaenorhinum minus,NBNORG0000008289,Species,9183
1211,24,Malling Toadflax,Chaenorhinum origanifolium,NBNORG0000008290,Species,29
1212,2,,Chaerophyllum,NBNORG0000053606,Genus,35796
1213,1,Broad-leaved Chervil,Chaerophyllum aromaticum,NBNORG0000047113,Species,1
1214,63,Golden Chervil,Chaerophyllum aureum,NBNORG0000008017,Species,74
1215,9,Hairy Chervil,Chaerophyllum hirsutum,NBNORG0000013453,Species,9
1216,33855,Rough Chervil,Chaerophyllum temulum,NBNORG0000008016,Species,35710
1217,7,,Chamaemelum,NBNORG0000053612,Genus,4023
1218,7,Mediterranean Chamomile,Chamaemelum mixtum,NBNORG0000047118,Species,7
1219,2602,Chamomile,Chamaemelum nobile,NBNORG0000008567,Species,4009
1220,11,,Chamerion,NBNORG0000053613,Genus,107604
1221,98768,Rosebay Willowherb,Chamerion angustifolium,NBNORG0000007986,Species,107460
1222,23,,Chamerion dodonaei,NBNORG0000060392,Species,50
1223,14,Chasmanthe,Chasmanthe bicolor,NBNORG0000053638,Species,14
1224,2,,Chasmanthium latifolium,NBNORG0000053640,Species,2
1225,1,,Chelidonium,NBNORG0000053641,Genus,18235
1226,16659,Greater Celandine,Chelidonium majus,NBNORG0000007485,Species,18234
1227,198,Goosefoot,Chenopodium,NBNORG0000053642,Genus,98619
1228,28112,Fat-hen,Chenopodium album,NBNORG0000053643,Species,35216
1229,15126,,Chenopodium album agg.,NBNORG0000007689,Species aggregate,15364
1230,1,,Chenopodium album var. album,NBNORG0000100124,Variety,30
1231,40,Mexican-tea,Chenopodium ambrosioides,NBNORG0000008731,Species,62
1232,1,,Chenopodium aristatum,NBNORG0000047121,Species,1
1233,58,Pitseed Goosefoot,Chenopodium berlandieri,NBNORG0000007691,Species,59
1234,5640,Good-King-Henry,Chenopodium bonus-henricus,NBNORG0000007686,Species,6008
1235,8,Sticky Goosefoot,Chenopodium botrys,NBNORG0000047124,Species,8
1236,8,Soyabean Goosefoot,Chenopodium bushianum,NBNORG0000023567,Species,10
1237,129,Strawberry-blite,Chenopodium capitatum,NBNORG0000053646,Species,142
1238,14,Keeled Goosefoot,Chenopodium carinatum,NBNORG0000053647,Species,14
1239,3,,Chenopodium carinatum x cristatum = C. x bontei,NBNORG0000090239,Species hybrid,3
1240,479,Saltmarsh Goosefoot,Chenopodium chenopodioides,NBNORG0000007696,Species,957
1241,16,Crested Goosefoot,Chenopodium cristatum,NBNORG0000053648,Species,16
1242,43,Slimleaf Goosefoot,Chenopodium desiccatum,NBNORG0000053649,Species,45
1243,2,Fish-guts,Chenopodium detestans,NBNORG0000047125,Species,2
1244,5859,Fig-leaved Goosefoot,Chenopodium ficifolium,NBNORG0000053650,Species,7466
1245,3,Strawberry Goosefoot,Chenopodium foliosum,NBNORG0000047126,Species,3
1246,58,Tree Spinach,Chenopodium giganteum,NBNORG0000053651,Species,66
1247,435,Oak-leaved Goosefoot,Chenopodium glaucum,NBNORG0000007697,Species,654
1248,86,Foetid Goosefoot,Chenopodium hircinum,NBNORG0000053653,Species,87
1249,1181,Maple-leaved Goosefoot,Chenopodium hybridum,NBNORG0000007694,Species,1313
1250,12,Scented Goosefoot,Chenopodium multifidum,NBNORG0000013411,Species,12
1251,1293,Nettle-leaved Goosefoot,Chenopodium murale,NBNORG0000007692,Species,1544
1252,12,Nitre Goosefoot,Chenopodium nitrariaceum,NBNORG0000053655,Species,12
1253,268,Grey Goosefoot,Chenopodium opulifolium,NBNORG0000053656,Species,270
1254,9522,Many-seeded Goosefoot,Chenopodium polyspermum,NBNORG0000007687,Species,12658
1255,116,Probst's Goosefoot,Chenopodium probstii,NBNORG0000023593,Species,120
1256,1,,Chenopodium procerum,NBNORG0000047131,Species,1
1257,25,Clammy Goosefoot,Chenopodium pumilio,NBNORG0000052171,Species,25
1258,95,Quinoa,Chenopodium quinoa,NBNORG0000013395,Species,115
1259,12157,Red Goosefoot,Chenopodium rubrum,NBNORG0000007695,Species,13945
1260,2,,Chenopodium schraderianum,NBNORG0000053657,Species,2
1261,47,Striped Goosefoot,Chenopodium strictum,NBNORG0000023357,Species,50
1262,116,Swedish Goosefoot,Chenopodium suecicum,NBNORG0000007690,Species,117
1263,622,Upright Goosefoot,Chenopodium urbicum,NBNORG0000007693,Species,644
1264,628,Stinking Goosefoot,Chenopodium vulvaria,NBNORG0000007688,Species,731
1265,1,,Chenopodium x preissmannii,NBNORG0000013445,Species hybrid,1
1266,3,,Chenopodium x variabile,NBNORG0000022615,Species hybrid,3
1267,1,,Chenopodium x zahnii,NBNORG0000013224,Species hybrid,1
1268,19,Lamb's-tail,Chiastophyllum oppositifolium,NBNORG0000047138,Species,21
1269,2,,Chimonobambusa,NBNORG0000053660,Genus,5
1270,3,Square-stemmed Bamboo,Chimonobambusa quadrangularis,NBNORG0000053662,Species,3
1271,4,,Chionodoxa,NBNORG0000053663,Genus,6
1272,4,,Chloris,NBNORG0000053664,Genus,56
1273,9,Australian Rhodes-grass,Chloris divaricata,NBNORG0000053665,Species,9
1274,1,,Chloris pycnothrix,NBNORG0000047141,Species,1
1275,23,Windmill-grass,Chloris truncata,NBNORG0000053666,Species,23
1276,19,Feathery Rhodes-grass,Chloris virgata,NBNORG0000013461,Species,19
1277,1,,Choisya,NBNORG0000053668,Genus,315
1278,47,Mexican Orange,Choisya ternata,NBNORG0000023265,Species,211
1279,2,Skeletonweed,Chondrilla juncea,NBNORG0000047145,Species,2
1280,15,,Chorispora tenella,NBNORG0000053673,Species,15
1281,1,,Chrozophora,NBNORG0000053674,Genus,3
1282,2,Turn-sole,Chrozophora tinctoria,NBNORG0000053675,Species,2
1283,19,,Chrysanthemum,NBNORG0000053676,Genus,23
1284,1,,Chrysocoma,NBNORG0000053677,Genus,46
1285,32,Shrub Goldilocks,Chrysocoma coma-aurea,NBNORG0000023463,Species,32
1286,13,Fine-leaved Goldilocks,Chrysocoma tenuifolia,NBNORG0000053678,Species,13
1287,56,,Chrysosplenium,NBNORG0000053680,Genus,46602
1288,5257,Alternate-leaved Golden-saxifrage,Chrysosplenium alternifolium,NBNORG0000007960,Species,5501
1289,38879,Opposite-leaved Golden-saxifrage,Chrysosplenium oppositifolium,NBNORG0000007959,Species,41044
1290,701,Yellow Centaury,Cicendia filiformis,NBNORG0000008224,Species,1049
1291,82,Chick Pea,Cicer arietinum,NBNORG0000013190,Species,86
1292,1,,Cicerbita,NBNORG0000053683,Genus,2861
1293,39,Alpine Blue-sow-thistle,Cicerbita alpina,NBNORG0000008640,Species,41
1294,60,Pontic Blue-sow-thistle,Cicerbita bourgaei,NBNORG0000008641,Species,60
1295,2409,Common Blue-sow-thistle,Cicerbita macrophylla,NBNORG0000008642,Species,2678
1296,154,,Cicerbita macrophylla subsp. uralensis,NBNORG0000053684,Subspecies,177
1297,76,Hairless Blue-sow-thistle,Cicerbita plumieri,NBNORG0000008935,Species,78
1298,8,Endive,Cichorium endivia,NBNORG0000047148,Species,11
1299,5578,Chicory,Cichorium intybus,NBNORG0000008617,Species,6365
1300,1,,Cicuta,NBNORG0000053686,Genus,3102
1301,3017,Cowbane,Cicuta virosa,NBNORG0000008044,Species,3101
1302,19,,Circaea,NBNORG0000053689,Genus,61302
1303,222,Alpine Enchanter's-nightshade,Circaea alpina,NBNORG0000007992,Species,255
1304,52771,Enchanter's-nightshade,Circaea lutetiana,NBNORG0000007991,Species,57965
1305,3056,Upland Enchanter's-nightshade,Circaea lutetiana x alpina = C. x intermedia,NBNORG0000028240,Species hybrid,3060
1306,709,,Cirsium,NBNORG0000053690,Genus,447839
1307,16692,Dwarf Thistle,Cirsium acaule,NBNORG0000008599,Species,17950
1308,37,,Cirsium acaule x arvense = C. x boulayi,NBNORG0000090261,Species hybrid,40
1309,19,,Cirsium acaule x palustre = C. x kirschlegeri,NBNORG0000090361,Species hybrid,20
1310,152874,Creeping Thistle,Cirsium arvense,NBNORG0000008597,Species,172880
1311,119,,Cirsium arvense var. arvense,NBNORG0000041560,Variety,162
1312,27,Creeping Thistle,Cirsium arvense var. incanum,NBNORG0000023553,Variety,119
1313,52,,Cirsium arvense var. setosum,NBNORG0000041561,Variety,52
1314,1,,Cirsium creticum,NBNORG0000053691,Species,1
1315,8917,Meadow Thistle,Cirsium dissectum,NBNORG0000008601,Species,9261
1316,18,,Cirsium dissectum x acaule = C. x woodwardii,NBNORG0000089911,Species hybrid,18
1317,217,,Cirsium dissectum x palustre = C. x forsteri,NBNORG0000090225,Species hybrid,240
1318,7123,Woolly Thistle,Cirsium eriophorum,NBNORG0000008594,Species,7269
1319,27,,Cirsium eriophorum x vulgare = C. x grandiflorum,NBNORG0000028241,Species hybrid,27
1320,5,Yellow Thistle,Cirsium erisithales,NBNORG0000023573,Species,5
1321,3981,Melancholy Thistle,Cirsium heterophyllum,NBNORG0000008600,Species,4134
1322,67,,Cirsium heterophyllum x palustre = C. x wankelii,NBNORG0000090351,Species hybrid,67
1323,69,Cabbage Thistle,Cirsium oleraceum,NBNORG0000008598,Species,71
1324,91512,Marsh Thistle,Cirsium palustre,NBNORG0000008596,Species,97183
1325,162,,Cirsium palustre x arvense = C. x celakovskianum,NBNORG0000089958,Species hybrid,165
1326,2,Brook Thistle,Cirsium rivulare,NBNORG0000047156,Species,2
1327,933,Tuberous Thistle,Cirsium tuberosum,NBNORG0000008602,Species,934
1328,542,,Cirsium tuberosum x acaule = C. x medium,NBNORG0000089909,Species hybrid,542
1329,13,,Cirsium tuberosum x palustre = C. x semidecurrens,NBNORG0000090144,Species hybrid,13
1330,122678,Spear Thistle,Cirsium vulgare,NBNORG0000008595,Species,136198
1331,18,,Cirsium vulgare x acaule = C. x sabaudum,NBNORG0000089910,Species hybrid,19
1332,15,,Cirsium vulgare x palustre = C. x subspinuligerum,NBNORG0000090145,Species hybrid,15
1333,4,,Cistaceae,NBNORG0000027363,Family,18689
1334,2,,Cistus,NBNORG0000053692,Genus,44
1335,1,,Cistus albidus x crispus = C. x pulverulentus,NBNORG0000090028,Species hybrid,1
1336,2,Hoary Rock-rose [Cistus incanus],Cistus incanus,NBNORG0000007612,Species,2
1337,1,Gum Rock-rose,Cistus ladanifer,NBNORG0000047158,Species,1
1338,13,Laurel-leaved Cistus,Cistus laurifolius,NBNORG0000013412,Species,14
1339,5,Sage-leaved Rock-rose,Cistus salviifolius,NBNORG0000047159,Species,5
1340,99,Water Melon,Citrullus lanatus,NBNORG0000023430,Species,103
1341,1,Japanese Bitter-orange,Citrus trifoliata,NBNORG0000105181,Species,1
1342,1,,Cladanthus arabicus,NBNORG0000047163,Species,1
1343,32,,Cladium,NBNORG0000053698,Genus,3295
1344,3167,Great Fen-sedge,Cladium mariscus,NBNORG0000007279,Species,3263
1345,2,,Clarkia,NBNORG0000053699,Genus,120
1346,82,Godetia,Clarkia amoena,NBNORG0000053700,Species,83
1347,1,Red-ribbons,Clarkia concinna,NBNORG0000053702,Species,1
1348,2,,Clarkia quadrivulnera,NBNORG0000053704,Species,2
1349,30,Clarkia,Clarkia unguiculata,NBNORG0000053705,Species,32
1350,4,,Claytonia,NBNORG0000053706,Genus,14417
1351,5219,Springbeauty,Claytonia perfoliata,NBNORG0000007678,Species,5613
1352,8587,Pink Purslane,Claytonia sibirica,NBNORG0000007679,Species,8789
1353,10,Virginia Springbeauty,Claytonia virginica,NBNORG0000007680,Species,11
1354,87,,Clematis,NBNORG0000053707,Genus,38667
1355,5,,Clematis armandii,NBNORG0000053708,Species,11
1356,1,Early Virgin's-bower,Clematis cirrhosa,NBNORG0000023356,Species,3
1357,51,Virgin's-bower,Clematis flammula,NBNORG0000007435,Species,52
1358,80,Himalayan Clematis,Clematis montana,NBNORG0000007436,Species,96
1359,43,Orange-peel Clematis,Clematis tangutica,NBNORG0000023266,Species,54
1360,33478,Traveller's-joy,Clematis vitalba,NBNORG0000007434,Species,38220
1361,60,Purple Clematis,Clematis viticella,NBNORG0000007437,Species,75
1362,1,,Clematis viticella x lanuginosa (C. x jackmanii),NBNORG0000091194,Species hybrid,1
1363,2,Spiderflower,Cleome sesquiorygalis,NBNORG0000047167,Species,3
1364,3,Livingstone-daisy,Cleretum bellidiforme,NBNORG0000053711,Species,3
1365,10,,Clerodendrum,NBNORG0000053712,Genus,14
1366,3,,Clerodendrum trichotomum,NBNORG0000047168,Species,3
1367,5,Lily-of-the-valley-tree,Clethra arborea,NBNORG0000053714,Species,6
1368,14,Calamint Cultivar,Clinopodium,NBNORG0000053715,Genus,32644
1369,3518,Basil Thyme,Clinopodium acinos,NBNORG0000008387,Species,4502
1370,4594,Common Calamint,Clinopodium ascendens,NBNORG0000053716,Species,4785
1371,2003,Lesser Calamint,Clinopodium calamintha,NBNORG0000008386,Species,2689
1372,2,Greater Calamint,Clinopodium grandiflorum,NBNORG0000023564,Species,2
1373,33,Wood Calamint,Clinopodium menthifolium,NBNORG0000008385,Species,64
1374,1,Round-leaved Calamint,Clinopodium rotundifolium,NBNORG0000047170,Species,1
1375,19117,Wild Basil [Clinopodium vulgare],Clinopodium vulgare,NBNORG0000008388,Species,20586
1376,3,,Clusiaceae,NBNORG0000027371,Family,3
1377,3,Blessed Thistle,Cnicus benedictus,NBNORG0000013193,Species,3
1378,114,,Cochlearia,NBNORG0000053719,Genus,29224
1379,21,Violet Cress,Cochlearia acaulis,NBNORG0000105182,Species,21
1380,2609,English Scurvygrass,Cochlearia anglica,NBNORG0000007533,Species,3025
1381,111,,Cochlearia anglica x officinalis = C. x hollandica,NBNORG0000090317,Species hybrid,111
1382,12980,Danish Scurvygrass,Cochlearia danica,NBNORG0000007532,Species,14099
1383,4,Tall Scurvygrass,Cochlearia megalosperma,NBNORG0000107934,Species,4
1384,308,Mountain Scurvygrass,Cochlearia micacea,NBNORG0000053720,Species,326
1385,7276,Common Scurvygrass,Cochlearia officinalis,NBNORG0000053721,Species,8070
1386,2339,,Cochlearia officinalis sens.lat.,NBNORG0000025168,Species aggregate,2362
1387,75,,Cochlearia officinalis subsp. officinalis,NBNORG0000053722,Subspecies,75
1388,582,Scottish Scurvygrass,Cochlearia officinalis subsp. scotica,NBNORG0000053723,Subspecies,582
1389,99,,Cochlearia officinalis x danica,NBNORG0000107935,Species hybrid,99
1390,754,Pyrenean Scurvygrass,Cochlearia pyrenaica,NBNORG0000007531,Species,990
1391,132,,Cochlearia pyrenaica subsp. alpina,NBNORG0000107936,Subspecies,132
1392,37,,Cochlearia pyrenaica subsp. pyrenaica,NBNORG0000053724,Subspecies,37
1393,1,,Cochlearia pyrenaica x officinalis,NBNORG0000052172,Species hybrid,1
1394,1,,Coeloglossum,NBNORG0000053725,Genus,6435
1395,5594,Frog Orchid,Coeloglossum viride,NBNORG0000053995,Species,6434
1396,66,,Coeloglossum viride x Dactylorhiza fuchsii = X Dactyloglossum mixtum,NBNORG0000090206,Species hybrid,104
1397,5,,Coeloglossum viride x Dactylorhiza maculata = X Dactyloglossum conigerum,NBNORG0000090211,Species hybrid,5
1398,9,,Coeloglossum viride x Dactylorhiza purpurella = X Dactyloglossum viridella,NBNORG0000090217,Species hybrid,9
1399,2,,Coincya,NBNORG0000053726,Genus,1045
1400,1,Wallflower Cabbage,Coincya hispida,NBNORG0000047172,Species,1
1401,75,,Coincya monensis,NBNORG0000023475,Species,978
1402,304,Wallflower Cabbage,Coincya monensis subsp. cheiranthos,NBNORG0000107937,Subspecies,329
1403,531,,Coincya monensis subsp. monensis,NBNORG0000053727,Subspecies,574
1404,64,Lundy Cabbage,Coincya wrightii,NBNORG0000053728,Species,64
1405,6,,Colchicum,NBNORG0000053730,Genus,4248
1406,3,,Colchicum agrippinum,NBNORG0000047175,Species,3
1407,4069,Meadow Saffron,Colchicum autumnale,NBNORG0000007170,Species,4239
1408,2,,Coleus,NBNORG0000053734,Genus,3
1409,1,Chinese-houses,Collinsia heterophylla,NBNORG0000053736,Species,1
1410,5,,Collomia grandiflora,NBNORG0000047178,Species,5
1411,1,,Colutea,NBNORG0000053740,Genus,973
1412,540,Bladder-senna,Colutea arborescens,NBNORG0000007814,Species,923
1413,37,Orange Bladder-senna,Colutea arborescens x orientalis = C. x media,NBNORG0000090377,Species hybrid,48
1414,3,,Conium,NBNORG0000053743,Genus,37469
1415,33018,Hemlock,Conium maculatum,NBNORG0000008030,Species,37464
1416,37,,Conopodium,NBNORG0000053744,Genus,59595
1417,54951,Pignut,Conopodium majus,NBNORG0000008050,Species,59557
1418,14,,Conringia austriaca,NBNORG0000023487,Species,14
1419,444,Hare's-ear Mustard,Conringia orientalis,NBNORG0000007516,Species,452
1420,6,Larkspur,Consolida,NBNORG0000053746,Genus,1728
1421,1242,Larkspur,Consolida ajacis,NBNORG0000007429,Species,1428
1422,120,Eastern Larkspur,Consolida orientalis,NBNORG0000053747,Species,223
1423,65,Forking Larkspur,Consolida regalis,NBNORG0000013292,Species,67
1424,3860,Lily-of-the-valley,Convallaria majalis,NBNORG0000007154,Species,4339
1425,36,,Convolvulaceae,NBNORG0000027385,Family,167602
1426,113,,Convolvulus,NBNORG0000053750,Genus,62538
1427,52991,Field Bindweed,Convolvulus arvensis,NBNORG0000008260,Species,62397
1428,16,,Convolvulus arvensis var. arvensis,NBNORG0000041621,Variety,46
1429,5,Field Bindweed,Convolvulus arvensis var. stonestreetii,NBNORG0000023328,Variety,13
1430,1,Australian Bindweed,Convolvulus erubescens,NBNORG0000047186,Species,1
1431,1,Ground Blue-convolvulus,Convolvulus sabatius,NBNORG0000047188,Species,1
1432,2,Small Blue-convolvulus,Convolvulus siculus,NBNORG0000047189,Species,2
1433,3,Tricolour Convolvulus,Convolvulus tricolor,NBNORG0000047191,Species,3
1434,7,,Conyza,NBNORG0000053752,Genus,21606
1435,46,Argentine Fleabane,Conyza bonariensis,NBNORG0000053754,Species,104
1436,12905,Canadian Fleabane,Conyza canadensis,NBNORG0000053755,Species,17166
1437,1,,Conyza canadensis x bonariensis,NBNORG0000107938,Species hybrid,1
1438,86,Bilbao Fleabane,Conyza floribunda,NBNORG0000053753,Species,200
1439,1073,Guernsey Fleabane,Conyza sumatrensis,NBNORG0000053756,Species,4066
1440,43,Tree Bedstraw,Coprosma repens,NBNORG0000053758,Species,43
1441,543,Coralroot Orchid,Corallorhiza trifida,NBNORG0000053760,Species,599
1442,3,,Cordyline,NBNORG0000053762,Genus,279
1443,194,Cabbage-palm,Cordyline australis,NBNORG0000053763,Species,274
1444,17,Large-flowered Tickseed,Coreopsis grandiflora,NBNORG0000013155,Species,19
1445,7,Garden Tickseed,Coreopsis tinctoria,NBNORG0000013284,Species,9
1446,2,Whorled Tickseed,Coreopsis verticillata,NBNORG0000013160,Species,2
1447,581,Coriander,Coriandrum sativum,NBNORG0000008026,Species,607
1448,14,Bugseed,Corispermum leptopterum,NBNORG0000107939,Species,18
1449,1,,Cornaceae,NBNORG0000027392,Family,58754
1450,303,,Cornus,NBNORG0000053769,Genus,58711
1451,662,White Dogwood,Cornus alba,NBNORG0000023346,Species,732
1452,1,Creeping Dogwood,Cornus canadensis,NBNORG0000047198,Species,1
1453,4,Bentham's Dogwood,Cornus capitata,NBNORG0000053770,Species,4
1454,1,Flowering Dogwood,Cornus florida,NBNORG0000025034,Species,4
1455,163,Cornelian-cherry,Cornus mas,NBNORG0000008006,Species,195
1456,47795,Dogwood,Cornus sanguinea,NBNORG0000008004,Species,54257
1457,51,,Cornus sanguinea subsp. australis,NBNORG0000115883,Subspecies,55
1458,1790,Red-osier Dogwood,Cornus sericea,NBNORG0000008005,Species,1928
1459,1048,Dwarf Cornel,Cornus suecica,NBNORG0000008007,Species,1055
1460,2,,Coronilla,NBNORG0000053771,Genus,101
1461,1,Scorpion-vetch,Coronilla coronata,NBNORG0000047200,Species,1
1462,62,Annual Scorpion-vetch,Coronilla scorpioides,NBNORG0000053772,Species,62
