,observation_count,common_name,scientific_name,species_key,rank,record_count
4129,121,,Narthecium,NBNORG0000055394,Genus,23120
4130,22472,Bog Asphodel,Narthecium ossifragum,NBNORG0000055395,Species,22999
4131,1,,Nassella brachychaetoides,NBNORG0000091599,Species,1
4132,11,Argentine Needle-grass,Nassella tenuissima,NBNORG0000091610,Species,20
4133,1,Skunkweed,Navarretia squarrosa,NBNORG0000047571,Species,1
4134,87,,Nectaroscordum siculum,NBNORG0000055403,Species,116
4135,6,,Nectaroscordum siculum subsp. bulgaricum,NBNORG0000023507,Subspecies,9
4136,1,,Nectaroscordum siculum subsp. siculum,NBNORG0000055404,Subspecies,2
4137,15,Cape-jewels,Nemesia strumosa,NBNORG0000023309,Species,23
4138,3,,Nemesia versicolor,NBNORG0000055408,Species,3
4139,2,Baby's-blue-eyes,Nemophila menziesii,NBNORG0000046557,Species,2
4140,405,Dense-flowered Orchid,Neotinea maculata,NBNORG0000007242,Species,406
4141,3,,Neottia,NBNORG0000055414,Genus,26360
4142,4294,Bird's-nest Orchid,Neottia nidus-avis,NBNORG0000007239,Species,5427
4143,19320,Common Twayblade,Neottia ovata,NBNORG0000055167,Species,20929
4144,5,,Nepeta,NBNORG0000055415,Genus,2463
4145,1788,Cat-mint,Nepeta cataria,NBNORG0000008417,Species,2084
4146,1,,Nepeta grandiflora,NBNORG0000046558,Species,1
4147,8,Lesser Cat-mint,Nepeta nepetella,NBNORG0000055416,Species,8
4148,339,Garden Cat-mint,Nepeta nepetella x racemosa = N. x faassenii,NBNORG0000028291,Species hybrid,359
4149,3,,Nepeta racemosa,NBNORG0000100608,Species,4
4150,1,,Nerine,NBNORG0000055418,Genus,5
4151,3,Guernsey Lily,Nerine sarniensis,NBNORG0000055420,Species,3
4152,5,Beadplant,Nertera granadensis,NBNORG0000055422,Species,5
4153,188,Ball Mustard,Neslia paniculata,NBNORG0000023562,Species,282
4154,77,,Neslia paniculata subsp. paniculata,NBNORG0000060399,Subspecies,77
4155,13,,Neslia paniculata subsp. thracica,NBNORG0000060400,Subspecies,13
4156,669,Apple-of-Peru,Nicandra physalodes,NBNORG0000055425,Species,775
4157,13,,Nicotiana,NBNORG0000055426,Genus,497
4158,166,Sweet Tobacco,Nicotiana alata,NBNORG0000013320,Species,181
4159,180,Tobacco,Nicotiana alata x forgetiana = N. x sanderae,NBNORG0000090375,Species hybrid,209
4160,15,Red Tobacco,Nicotiana forgetiana,NBNORG0000055427,Species,18
4161,1,Tree Tobacco,Nicotiana glauca,NBNORG0000046561,Species,1
4162,1,,Nicotiana langsdorfii,NBNORG0000055430,Species,3
4163,35,Wild Tobacco,Nicotiana rustica,NBNORG0000013336,Species,35
4164,5,,Nicotiana sylvestris,NBNORG0000013166,Species,12
4165,20,Tobacco,Nicotiana tabacum,NBNORG0000013298,Species,23
4166,2,,Nigella,NBNORG0000055440,Genus,1469
4167,3,Nigella,Nigella arvensis,NBNORG0000046564,Species,3
4168,1168,Love-in-a-mist,Nigella damascena,NBNORG0000023344,Species,1452
4169,1,Trailing Chilean-bellflower,Nolana humifusa,NBNORG0000055457,Species,3
4170,1,Chilean-bellflower,Nolana paradoxa,NBNORG0000055458,Species,1
4171,37,Yellow Nonea,Nonea lutea,NBNORG0000023461,Species,39
4172,3,Pink Nonea,Nonea rosea,NBNORG0000055461,Species,3
4173,28,,Nothofagus,NBNORG0000055464,Genus,456
4174,169,Rauli,Nothofagus alpina,NBNORG0000055465,Species,171
4175,15,Antarctic Beech,Nothofagus antarctica,NBNORG0000055466,Species,26
4176,2,,Nothofagus betuloides,NBNORG0000047585,Species,2
4177,5,Dombey's Beech,Nothofagus dombeyi,NBNORG0000055467,Species,5
4178,9,Southern Beech,Nothofagus nervosa x obliqua,NBNORG0000013400,Species hybrid,9
4179,180,Roble,Nothofagus obliqua,NBNORG0000055468,Species,200
4180,35,Honeybells,Nothoscordum borbonicum,NBNORG0000007181,Species,36
4181,25,,Nuphar,NBNORG0000055471,Genus,20474
4182,40,Spatter-dock,Nuphar advena,NBNORG0000055472,Species,42
4183,18471,Yellow Water-lily,Nuphar lutea,NBNORG0000055473,Species,19601
4184,233,Hybrid Water-lily,Nuphar lutea x pumila = N. x spenneriana,NBNORG0000028292,Species hybrid,240
4185,558,Least Water-lily,Nuphar pumila,NBNORG0000007474,Species,560
4186,131,,Nymphaea,NBNORG0000055475,Genus,14112
4187,12137,White Water-lily,Nymphaea alba,NBNORG0000007473,Species,13798
4188,628,,Nymphaea alba subsp. alba,NBNORG0000055476,Subspecies,654
4189,57,,Nymphaea alba subsp. occidentalis,NBNORG0000055477,Subspecies,65
4190,88,,Nymphaea marliacea,NBNORG0000008771,Species,109
4191,1,Fragrant Water-lily,Nymphaea odorata,NBNORG0000046571,Species,1
4192,49,,Nymphaeaceae,NBNORG0000027811,Family,34674
4193,1,,Nymphoides,NBNORG0000055478,Genus,4997
4194,3669,Fringed Water-lily,Nymphoides peltata,NBNORG0000008232,Species,4995
4195,1,,Nyssaceae,NBNORG0000027813,Family,2
4196,12,Tresco Rhodostachys,Ochagavia carnea,NBNORG0000055480,Species,12
4197,10,Sweet Basil,Ocimum basilicum,NBNORG0000046573,Species,12
4198,7,French Bartsia,Odontites jaubertianus,NBNORG0000055484,Species,8
4199,28959,,Odontites vernus,NBNORG0000008353,Species,35942
4200,156,,Odontites vernus subsp. litoralis,NBNORG0000055486,Subspecies,157
4201,2708,,Odontites vernus subsp. serotinus,NBNORG0000055487,Subspecies,2917
4202,1257,,Odontites vernus subsp. vernus,NBNORG0000008354,Subspecies,1264
4203,17,Osoberry,Oemleria cerasiformis,NBNORG0000055489,Species,21
4204,125,,Oenanthe,NBNORG0000055490,Genus,72533
4205,4101,Fine-leaved Water-dropwort,Oenanthe aquatica,NBNORG0000055491,Species,4637
4206,39822,Hemlock Water-dropwort,Oenanthe crocata,NBNORG0000008057,Species,42984
4207,7712,Tubular Water-dropwort,Oenanthe fistulosa,NBNORG0000008055,Species,10191
4208,2180,River Water-dropwort,Oenanthe fluviatilis,NBNORG0000008058,Species,2590
4209,3954,Parsley Water-dropwort,Oenanthe lachenalii,NBNORG0000055492,Species,4394
4210,5815,Corky-fruited Water-dropwort,Oenanthe pimpinelloides,NBNORG0000008056,Species,6808
4211,599,Narrow-leaved Water-dropwort,Oenanthe silaifolia,NBNORG0000055493,Species,782
4212,1176,Evening Primrose,Oenothera,NBNORG0000055494,Genus,13198
4213,1,,Oenothera affinis,NBNORG0000046575,Species,1
4214,109,,Oenothera aggregate,NBNORG0000042661,Species aggregate,125
4215,2294,Common Evening-primrose,Oenothera biennis,NBNORG0000007987,Species,2673
4216,112,,Oenothera biennis x cambrica,NBNORG0000013198,Species hybrid,112
4217,652,Small-flowered Evening-primrose,Oenothera cambrica,NBNORG0000008715,Species,1335
4218,114,,Oenothera fallax,NBNORG0000008716,Species,117
4219,1,,Oenothera fallax x glazioviana,NBNORG0000023379,Species hybrid,1
4220,5394,Large-flowered Evening-primrose,Oenothera glazioviana,NBNORG0000055495,Species,6378
4221,590,Intermediate Evening-primrose,Oenothera glazioviana x biennis = O. x fallax,NBNORG0000052165,Species hybrid,637
4222,36,,Oenothera glazioviana x biennis x cambrica,NBNORG0000108015,Species hybrid,36
4223,53,,Oenothera glazioviana x cambrica = O. x britannica,NBNORG0000089987,Species hybrid,54
4224,3,Cut-leaved Evening-primrose,Oenothera laciniata,NBNORG0000046580,Species,3
4225,3,Missouri Evening-primrose,Oenothera missouriensis,NBNORG0000046582,Species,3
4226,70,,Oenothera parviflora,NBNORG0000007989,Species,74
4227,16,,Oenothera perangusta,NBNORG0000055496,Species,17
4228,5,,Oenothera renneri,NBNORG0000060401,Species,5
4229,10,Rosy Evening-primrose,Oenothera rosea,NBNORG0000047359,Species,12
4230,14,,Oenothera rubricaulis,NBNORG0000013283,Species,17
4231,2,,Oenothera salicifolia,NBNORG0000055498,Species,2
4232,325,Fragrant Evening-primrose,Oenothera stricta,NBNORG0000007988,Species,346
4233,2,,Oenothera tetraptera,NBNORG0000046584,Species,2
4234,6,,Oleaceae,NBNORG0000027821,Family,271129
4235,6,,Olearia,NBNORG0000055500,Genus,291
4236,1,Mangrove-leaved Daisy-bush,Olearia avicenniifolia,NBNORG0000055501,Species,1
4237,62,Daisy-bush,Olearia avicenniifolia x moschata = O. x haastii,NBNORG0000090321,Species hybrid,65
4238,120,New Zealand Holly,Olearia macrodonta,NBNORG0000008561,Species,128
4239,9,Akiraho,Olearia paniculata,NBNORG0000055504,Species,9
4240,26,Coastal Daisy-bush,Olearia solandri,NBNORG0000055505,Species,26
4241,42,Ake-ake,Olearia traversii,NBNORG0000055506,Species,42
4242,204,Blue-eyed-Mary,Omphalodes verna,NBNORG0000008236,Species,210
4243,4,,Onagraceae,NBNORG0000027823,Family,551613
4244,1,,Oncosiphon suffruticosum,NBNORG0000055511,Species,1
4245,1,,Onobrychis,NBNORG0000055512,Genus,5531
4246,1,,Onobrychis aequidentata,NBNORG0000055513,Species,1
4247,4347,Sainfoin,Onobrychis viciifolia,NBNORG0000007825,Species,5525
4248,78,,Ononis,NBNORG0000055515,Genus,28229
4249,10,Salzmann's Restharrow,Ononis alopecuroides,NBNORG0000108016,Species,11
4250,13,Andalucian Restharrow,Ononis baetica,NBNORG0000023502,Species,15
4251,18,Mediterranean Restharrow,Ononis mitissima,NBNORG0000023275,Species,18
4252,16,Yellow Restharrow,Ononis natrix,NBNORG0000013406,Species,16
4253,157,Small Restharrow,Ononis reclinata,NBNORG0000007775,Species,158
4254,19531,,Ononis repens,NBNORG0000007773,Species,21339
4255,13,,Ononis repens subsp. maritima,NBNORG0000055516,Subspecies,14
4256,343,,Ononis repens subsp. repens,NBNORG0000055517,Subspecies,384
4257,5855,Spiny Restharrow,Ononis spinosa,NBNORG0000007774,Species,6555
4258,36,,Ononis spinosa x repens = O. x pseudohircina,NBNORG0000090172,Species hybrid,39
4259,3821,Cotton Thistle,Onopordum acanthium,NBNORG0000008603,Species,4179
4260,1,Reticulate Thistle,Onopordum nervosum,NBNORG0000108017,Species,1
4261,2,,Ophrys,NBNORG0000055587,Genus,18709
4262,11845,,Ophrys apifera,NBNORG0000055588,Species,13064
4263,11,,Ophrys apifera var. apifera,NBNORG0000042677,Variety,13
4264,5,,Ophrys apifera var. chlorantha,NBNORG0000047557,Variety,6
4265,21,,Ophrys apifera var. friburgensis,NBNORG0000024831,Variety,21
4266,2,,Ophrys apifera x fuciflora = O. x albertiana,NBNORG0000090262,Species hybrid,3
4267,156,Late Spider-orchid,Ophrys fuciflora,NBNORG0000007243,Species,303
4268,1904,Fly Orchid,Ophrys insectifera,NBNORG0000007244,Species,3989
4269,29,,Ophrys insectifera x apifera,NBNORG0000108018,Species hybrid,39
4270,1,,Ophrys insectifera x sphegodes = O. x hybrida,NBNORG0000090348,Species hybrid,1
4271,760,Early Spider-orchid,Ophrys sphegodes,NBNORG0000055590,Species,1307
4272,1,,Ophrys sphegodes x fuciflora = O. x obscura,NBNORG0000090066,Species hybrid,1
4273,333,Orchid,Orchidaceae,NBNORG0000027835,Family,282171
4274,57,,Orchis,NBNORG0000055591,Genus,37391
4275,1,Loose-flowered Orchid,Orchis laxiflora,NBNORG0000007249,Species,4
4276,21519,Early-purple Orchid,Orchis mascula,NBNORG0000007250,Species,23556
4277,16,,Orchis mascula x morio = O. x morioides,NBNORG0000090252,Species hybrid,17
4278,283,Military Orchid,Orchis militaris,NBNORG0000007245,Species,300
4279,1,,Orchis militaris x simia = O. x beyrichii,NBNORG0000090238,Species hybrid,1
4280,8025,Green-winged Orchid,Orchis morio,NBNORG0000007248,Species,9815
4281,279,Lady Orchid,Orchis purpurea,NBNORG0000055592,Species,898
4282,84,Monkey Orchid,Orchis simia,NBNORG0000007246,Species,246
4283,1,,Orchis simia x Aceras anthropophorum = X Orchiaceras bergonii,NBNORG0000089913,Species hybrid,1
4284,1812,Burnt Orchid,Orchis ustulata,NBNORG0000007247,Species,2490
4285,5,,Origanum,NBNORG0000055595,Genus,14995
4286,36,Pot Marjoram,Origanum majorana,NBNORG0000023388,Species,42
4287,1,,Origanum onites,NBNORG0000046595,Species,2
4288,13343,Wild Marjoram,Origanum vulgare,NBNORG0000008380,Species,14941
4289,1,Large-flowered Orlaya,Orlaya grandiflora,NBNORG0000046597,Species,1
4290,4,,Ornithogalum,NBNORG0000055598,Genus,8986
4291,4958,Star-of-Bethlehem,Ornithogalum angustifolium,NBNORG0000007163,Species,5911
4292,761,Drooping Star-of-Bethlehem,Ornithogalum nutans,NBNORG0000007164,Species,785
4293,1991,Spiked Star-of-Bethlehem,Ornithogalum pyrenaicum,NBNORG0000007165,Species,2056
4294,190,Garden Star-of-Bethlehem,Ornithogalum umbellatum,NBNORG0000055599,Species,225
4295,369,,Ornithopus,NBNORG0000055600,Genus,8309
4296,17,Yellow Serradella,Ornithopus compressus,NBNORG0000023591,Species,20
4297,7257,Bird's-foot,Ornithopus perpusillus,NBNORG0000007821,Species,7700
4298,198,Orange Bird's-foot,Ornithopus pinnatus,NBNORG0000055601,Species,199
4299,17,Serradella,Ornithopus sativus,NBNORG0000013200,Species,17
4300,5,,Orobanchaceae,NBNORG0000027839,Family,218102
4301,23,,Orobanche,NBNORG0000055602,Genus,15194
4302,804,Thyme Broomrape,Orobanche alba,NBNORG0000008362,Species,831
4303,103,Bedstraw Broomrape,Orobanche caryophyllacea,NBNORG0000055603,Species,142
4304,8,Bean Broomrape,Orobanche crenata,NBNORG0000055604,Species,25
4305,2461,Knapweed Broomrape,Orobanche elatior,NBNORG0000008363,Species,2627
4306,2,Butterbur Broomrape,Orobanche flava,NBNORG0000055605,Species,2
4307,1902,Ivy Broomrape,Orobanche hederae,NBNORG0000008365,Species,2121
4308,1,Barberry Broomrape,Orobanche lucorum,NBNORG0000046602,Species,1
4309,6033,,Orobanche minor,NBNORG0000055606,Species,6737
4310,4,,Orobanche minor subsp. maritima,NBNORG0000104203,Subspecies,12
4311,125,,Orobanche minor subsp. minor,NBNORG0000100615,Subspecies,132
4312,65,,Orobanche minor var. compositarum,NBNORG0000008717,Variety,67
4313,27,,Orobanche minor var. flava,NBNORG0000008718,Variety,28
4314,149,Oxtongue Broomrape,Orobanche picridis,NBNORG0000055607,Species,195
4315,265,Yarrow Broomrape,Orobanche purpurea,NBNORG0000008360,Species,289
4316,56,Hemp Broomrape,Orobanche ramosa,NBNORG0000008359,Species,56
4317,1632,Greater Broomrape,Orobanche rapum-genistae,NBNORG0000008361,Species,1772
4318,363,Thistle Broomrape,Orobanche reticulata,NBNORG0000008364,Species,363
4319,1,,Orontium aquaticum,NBNORG0000091202,Species,1
4320,1101,Serrated Wintergreen,Orthilia secunda,NBNORG0000008663,Species,1117
4321,32,Smilo-grass,Oryzopsis miliacea,NBNORG0000055614,Species,33
4322,8,,Osmanthus heterophyllus,NBNORG0000055618,Species,14
4323,3,,Osteospermum,NBNORG0000055621,Genus,35
4324,24,Osteospermum,Osteospermum jucundum,NBNORG0000055622,Species,31
4325,2,Hop Hornbeam,Ostrya carpinifolia,NBNORG0000047586,Species,2
4326,111,Cottonweed,Otanthus maritimus,NBNORG0000055624,Species,113
4327,1,,Oxalidaceae,NBNORG0000027849,Family,76613
4328,98,,Oxalis,NBNORG0000055626,Genus,76612
4329,55288,Wood-sorrel,Oxalis acetosella,NBNORG0000007741,Species,61956
4330,2812,Pink-sorrel,Oxalis articulata,NBNORG0000007746,Species,3359
4331,5,,Oxalis conorrhiza,NBNORG0000046607,Species,5
4332,5002,Procumbent Yellow-sorrel,Oxalis corniculata,NBNORG0000007742,Species,6451
4333,322,,Oxalis corniculata var. atropurpurea,NBNORG0000008720,Variety,379
4334,17,,Oxalis corniculata var. corniculata,NBNORG0000008719,Variety,23
4335,2,,Oxalis corniculata var. repens,NBNORG0000100616,Variety,2
4336,384,Large-flowered Pink-sorrel,Oxalis debilis,NBNORG0000007747,Species,885
4337,2,,Oxalis debilis var. debilis,NBNORG0000023563,Variety,2
4338,4,Ten-leaved Pink-sorrel,Oxalis decaphylla,NBNORG0000108019,Species,4
4339,25,Sussex Yellow-sorrel,Oxalis dillenii,NBNORG0000007743,Species,42
4340,1154,Least Yellow-sorrel,Oxalis exilis,NBNORG0000055627,Species,1347
4341,383,Pale Pink-sorrel,Oxalis incarnata,NBNORG0000007750,Species,454
4342,2,,Oxalis lasiandra,NBNORG0000046608,Species,2
4343,181,Garden Pink-sorrel,Oxalis latifolia,NBNORG0000055628,Species,209
4344,2,,Oxalis magellanica,NBNORG0000047598,Species,4
4345,94,Fleshy Yellow-sorrel,Oxalis megalorrhiza,NBNORG0000007745,Species,94
4346,2,Woody-rooted Yellow-sorrel,Oxalis perennans,NBNORG0000046609,Species,2
4347,125,Bermuda-buttercup,Oxalis pes-caprae,NBNORG0000007749,Species,125
4348,22,Annual Pink-sorrel,Oxalis rosea,NBNORG0000013485,Species,25
4349,1353,Upright Yellow-sorrel,Oxalis stricta,NBNORG0000007744,Species,1453
4350,30,Four-leaved Pink-sorrel,Oxalis tetraphylla,NBNORG0000007748,Species,32
4351,16,Chilean Yellow-sorrel,Oxalis valdiviensis,NBNORG0000055629,Species,17
4352,2,,Oxyria,NBNORG0000055632,Genus,2242
4353,2230,Mountain Sorrel,Oxyria digyna,NBNORG0000008107,Species,2240
4354,80,Yellow Oxytropis,Oxytropis campestris,NBNORG0000007820,Species,88
4355,267,Purple Oxytropis,Oxytropis halleri,NBNORG0000055634,Species,314
4356,7,Carpet Box,Pachysandra terminalis,NBNORG0000108020,Species,15
4357,16,,Paeonia,NBNORG0000055636,Genus,370
4358,1,,Paeonia delavayi,NBNORG0000047524,Species,1
4359,4,Chinese Peony,Paeonia lactiflora,NBNORG0000055637,Species,5
4360,1,Yellow Tree-peony,Paeonia lutea,NBNORG0000055638,Species,1
4361,99,Peony,Paeonia mascula,NBNORG0000055639,Species,119
4362,212,Garden Peony,Paeonia officinalis,NBNORG0000055640,Species,221
4363,1,,Paeonia suffruticosa,NBNORG0000047623,Species,1
4364,1,,Paeoniaceae,NBNORG0000027852,Family,371
4365,1,Sea Daffodil,Pancratium maritimum,NBNORG0000108021,Species,1
4366,1,Millet,Panicum,NBNORG0000055642,Genus,1786
4367,125,Witch-grass,Panicum capillare,NBNORG0000023410,Species,158
4368,19,Autumn Millet,Panicum dichotomiflorum,NBNORG0000055643,Species,20
4369,2,,Panicum effusum,NBNORG0000046615,Species,2
4370,1277,Common Millet,Panicum miliaceum,NBNORG0000008687,Species,1544
4371,1,,Panicum novemnerve,NBNORG0000046619,Species,1
4372,54,Transvaal Millet,Panicum schinzii,NBNORG0000055645,Species,58
4373,218,,Papaver,NBNORG0000055646,Genus,84872
4374,1,,Papaver arenarium,NBNORG0000046628,Species,1
4375,4031,Prickly Poppy,Papaver argemone,NBNORG0000007481,Species,4787
4376,675,Atlas Poppy,Papaver atlanticum,NBNORG0000055647,Species,775
4377,65,Violet Horned-poppy,Papaver bivalve subsp. hybridum,NBNORG0000055649,Subspecies,65
4378,2,,Papaver bracteatum,NBNORG0000023263,Species,2
4379,5864,,Papaver dubium,NBNORG0000013194,Species,20696
4380,9105,Long-headed Poppy,Papaver dubium subsp. dubium,NBNORG0000007478,Subspecies,9785
4381,4163,Yellow-juiced Poppy,Papaver dubium subsp. lecoqii,NBNORG0000007479,Subspecies,4476
4382,3,Tulip Poppy,Papaver glaucum,NBNORG0000046629,Species,3
4383,2278,Rough Poppy,Papaver hybridum,NBNORG0000007480,Species,2905
4384,1,,Papaver laevigatum,NBNORG0000046630,Species,1
4385,8,,Papaver lateritium,NBNORG0000007483,Species,17
4386,10,Iceland Poppy,Papaver nudicaule,NBNORG0000046631,Species,12
4387,77,,Papaver orientale,NBNORG0000023483,Species,87
4388,484,Oriental Poppy,Papaver pseudoorientale,NBNORG0000042734,Species,514
4389,34032,Common Poppy,Papaver rhoeas,NBNORG0000007477,Species,38846
4390,14,,Papaver rhoeas var. wilkesii,NBNORG0000047559,Variety,14
4391,18,,Papaver rhoeas x dubium = P. x hungaricum,NBNORG0000090053,Species hybrid,20
4392,13015,,Papaver somniferum,NBNORG0000007482,Species,15871
4393,15,,Papaver somniferum subsp. setigerum,NBNORG0000013286,Subspecies,18
4394,509,,Papaver somniferum subsp. somniferum,NBNORG0000055652,Subspecies,618
4395,13,,Papaveraceae,NBNORG0000027859,Family,183676
4396,1,,Parahebe catarractae,NBNORG0000047525,Species,1
4397,11,,Parapholis,NBNORG0000055653,Genus,3790
4398,777,Curved Hard-grass,Parapholis incurva,NBNORG0000055654,Species,1096
4399,2315,Hard-grass,Parapholis strigosa,NBNORG0000055656,Species,2683
4400,2,,Paraserianthes lophantha,NBNORG0000060390,Species,2
4401,2051,Yellow Bartsia,Parentucellia viscosa,NBNORG0000008355,Species,2358
4402,2,,Parietaria,NBNORG0000055659,Genus,12830
4403,11532,Pellitory-of-the-wall,Parietaria judaica,NBNORG0000008128,Species,12824
4404,4,Eastern Pellitory-of-the-wall,Parietaria officinalis,NBNORG0000108022,Species,4
4405,6607,Herb-Paris,Paris quadrifolia,NBNORG0000007171,Species,7119
4406,5,,Parnassia,NBNORG0000055661,Genus,7206
4407,6866,Grass-of-Parnassus,Parnassia palustris,NBNORG0000007961,Species,7201
4408,112,,Parnassia palustris var. condensata,NBNORG0000100619,Variety,112
4409,1,,Parnassia palustris var. palustris,NBNORG0000100620,Variety,1
4410,1,,Paronychia argentea,NBNORG0000046635,Species,1
4411,2,,Paronychia polygonifolia,NBNORG0000055664,Species,2
4412,1,,Parrotia,NBNORG0000105162,Genus,7
4413,11,,Parrotia persica,NBNORG0000047624,Species,11
4414,13,,Parthenocissus,NBNORG0000055666,Genus,1701
4415,2,Chinese Virginia-creeper,Parthenocissus henryana,NBNORG0000055667,Species,5
4416,156,False Virginia-creeper,Parthenocissus inserta,NBNORG0000055668,Species,250
4417,835,Virginia-creeper,Parthenocissus quinquefolia,NBNORG0000055669,Species,1284
4418,87,Boston-ivy,Parthenocissus tricuspidata,NBNORG0000055670,Species,127
4419,17,Water Finger-grass,Paspalum distichum,NBNORG0000023403,Species,21
4420,2,,Passiflora,NBNORG0000055674,Genus,77
4421,28,Blue Passionflower,Passiflora caerulea,NBNORG0000046641,Species,65
4422,13602,Wild Parsnip,Pastinaca sativa,NBNORG0000008069,Species,15583
4423,342,,Pastinaca sativa sativa var. sativa,NBNORG0000047645,Variety,342
4424,60,,Pastinaca sativa subsp. sativa,NBNORG0000055676,Subspecies,101
4425,65,,Pastinaca sativa subsp. sativa var. hortensis,NBNORG0000091475,Variety,104
4426,7,,Pastinaca sativa subsp. urens,NBNORG0000055677,Subspecies,7
4427,32,Wild Parsnip,Pastinaca sativa var. sativa,NBNORG0000008721,Variety,45
4428,20,Foxglove-tree,Paulownia tomentosa,NBNORG0000023400,Species,72
4429,67,,Pedicularis,NBNORG0000055680,Genus,34947
4430,10719,Marsh Lousewort,Pedicularis palustris,NBNORG0000008331,Species,11279
4431,19825,,Pedicularis sylvatica,NBNORG0000008332,Species,23600
4432,567,,Pedicularis sylvatica subsp. hibernica,NBNORG0000055681,Subspecies,568
4433,1592,,Pedicularis sylvatica subsp. sylvatica,NBNORG0000055682,Subspecies,2253
4434,8,,Pelargonium,NBNORG0000055684,Genus,62
4435,1,Kopata Geranium,Pelargonium inodorum,NBNORG0000046644,Species,1
4436,17,Peppermint-scented Geranium,Pelargonium tomentosum,NBNORG0000013367,Species,17
4437,13,Zonal Geranium,Pelargonium x hortorum,NBNORG0000055685,Species hybrid,19
4438,2,Pearl Millet,Pennisetum glaucum,NBNORG0000046646,Species,2
4439,1,,Pennisetum sphacelatum,NBNORG0000046647,Species,1
4440,5,,Penstemon,NBNORG0000047625,Genus,5
4441,2,,Pentaglottis,NBNORG0000055688,Genus,19247
4442,16182,Green Alkanet,Pentaglottis sempervirens,NBNORG0000055689,Species,19240
4443,46,Cineraria,Pericallis hybrida,NBNORG0000055695,Species,48
4444,72,Knotweed,Persicaria,NBNORG0000055699,Genus,179198
4445,11,Himalayan Bistort,Persicaria affinis,NBNORG0000055700,Species,13
4446,20,Alpine Knotweed,Persicaria alpina,NBNORG0000055701,Species,20
4447,1,Finnish Knotweed,Persicaria alpina x weyrichii = P. x fennica,NBNORG0000090204,Species hybrid,1
4448,35348,Amphibious Bistort,Persicaria amphibia,NBNORG0000055702,Species,37810
4449,574,Red Bistort,Persicaria amplexicaulis,NBNORG0000055703,Species,631
4450,10803,Common Bistort,Persicaria bistorta,NBNORG0000008100,Species,11336
4451,508,Lesser Knotweed,Persicaria campanulata,NBNORG0000055704,Species,530
4452,173,Pink-headed Persicaria,Persicaria capitata,NBNORG0000055705,Species,222
4453,30016,Water-pepper,Persicaria hydropiper,NBNORG0000055707,Species,32907
4454,11,,Persicaria hydropiper var. densiflora,NBNORG0000042832,Variety,11
4455,5,,Persicaria hydropiper var. hydropiper,NBNORG0000042833,Variety,5
4456,3,,Persicaria hydropiper x minor = P. x subglandulosa,NBNORG0000028293,Species hybrid,3
4457,3,,Persicaria hydropiper x mitis = P. x hybrida,NBNORG0000090121,Species hybrid,3
4458,20904,Pale Persicaria,Persicaria lapathifolia,NBNORG0000055708,Species,23562
4459,1,,Persicaria lapathifolia x hydropiper = P. x figertii,NBNORG0000090086,Species hybrid,1
4460,56838,Redshank,Persicaria maculosa,NBNORG0000008101,Species,63857
4461,28,,Persicaria maculosa x hydropiper = P. x intercedens,NBNORG0000090087,Species hybrid,30
4462,2,,Persicaria maculosa x lapathifolia = P. x pseudolapathum,NBNORG0000090102,Species hybrid,8
4463,27,,Persicaria maculosa x minor = P. x brauniana,NBNORG0000028294,Species hybrid,30
4464,21,,Persicaria maculosa x mitis = P. x condensata,NBNORG0000090120,Species hybrid,26
4465,1385,Small Water-pepper,Persicaria minor,NBNORG0000055709,Species,1870
4466,914,Tasteless Water-pepper,Persicaria mitis,NBNORG0000055710,Species,1022
4467,5,,Persicaria mitis x minor = P. x wilmsii,NBNORG0000090119,Species hybrid,5
4468,11,Soft Knotweed,Persicaria mollis,NBNORG0000055711,Species,11
4469,14,Nepal Persicaria,Persicaria nepalensis,NBNORG0000055712,Species,14
4470,47,Pinkweed,Persicaria pensylvanica,NBNORG0000055713,Species,51
4471,21,American Tear-thumb,Persicaria sagittata,NBNORG0000055714,Species,21
4472,3,,Persicaria senegalensis,NBNORG0000055715,Species,3
4473,1,,Persicaria vacciniifolia,NBNORG0000047626,Species,1
4474,3141,Alpine Bistort,Persicaria vivipara,NBNORG0000055716,Species,3225
4475,1841,Himalayan Knotweed,Persicaria wallichii,NBNORG0000008104,Species,1881
4476,11,Chinese Knotweed,Persicaria weyrichii,NBNORG0000055717,Species,11
4477,45,,Petasites,NBNORG0000055718,Genus,42035
4478,1135,White Butterbur,Petasites albus,NBNORG0000055719,Species,1186
4479,15709,Winter Heliotrope,Petasites fragrans,NBNORG0000055720,Species,17719
4480,21875,Butterbur,Petasites hybridus,NBNORG0000055721,Species,22435
4481,534,Giant Butterbur,Petasites japonicus,NBNORG0000008522,Species,641
4482,1,,Petrorhagia,NBNORG0000055723,Genus,357
4483,95,Childing Pink,Petrorhagia nanteuilii,NBNORG0000055724,Species,251
4484,67,Proliferous Pink,Petrorhagia prolifera,NBNORG0000055725,Species,69
4485,46,,Petrorhagia prolifera sens.lat.,NBNORG0000047395,Species aggregate,46
4486,32,Tunicflower,Petrorhagia saxifraga,NBNORG0000013357,Species,36
4487,3,,Petroselinum,NBNORG0000055726,Genus,5036
4488,1257,Garden Parsley,Petroselinum crispum,NBNORG0000055727,Species,1362
4489,3212,Corn Parsley,Petroselinum segetum,NBNORG0000055728,Species,3671
4490,4,Petunia,Petunia,NBNORG0000055729,Genus,395
